"SEN","05/12/2018","20","2483.8331","0","29.2095","2496.9171","19720.1138","263.1993","611.8476","4346.4133","1546.641","4857.71","1929.1459"
"SEN","05/12/2018","21","2721.0148","0","27.1051","2499.5556","19622.6874","262.8432","611.0044","3826.7512","1546.4093","4802.8527","1879.8319"
"SEN","05/12/2018","22","2634.2845","0","28.4084","2520.8886","19547.4744","261.1532","611.5786","3212.7424","1546.635","4307.7323","1861.1792"
"SEN","05/12/2018","23","2546.5152","0","29.1083","2526.557","18949.6596","255.4865","609.4771","2616.6127","1546.8928","3992.1063","1842.9981"
"SEN","05/12/2018","24","2612.9372","0","28.7507","2379.5471","18302.0218","247.1131","599.6809","2139.4153","1547.4548","3496.5079","1834.8011"
"SEN","06/12/2018","1","2511.808","0","29.562","2047.4259","17858.9192","242.3581","605.1115","1356.5549","1547.2408","3364.4072","1810.2554"
"SEN","06/12/2018","2","2392.182","0","30.0517","2048.1412","17372.3196","251.6432","607.977","1211.003","1547.113","3303.9841","1721.0472"
"SEN","06/12/2018","3","2364.3766","0","27.5081","2047.667","16916.396","250.9712","606.2952","1045.8139","1547.1052","3294.8864","1708.2031"
"SEN","06/12/2018","4","2286.2571","0","28.5621","2055.0784","16636.9986","253.5054","606.7856","987.8154","1546.3692","3314.4851","1757.3514"
"SEN","06/12/2018","5","2229.2826","0","28.6841","2044.5792","16904.7847","252.7585","606.8107","874.443","1546.4277","3334.373","1783.3979"
"SEN","06/12/2018","6","2181.2624","0","26.9662","2336.8594","16987.3186","250.805","606.9805","979.0548","1545.9586","3498.8117","1821.9904"
"SEN","06/12/2018","7","2203.1063","0.0262","30.8649","2386.751","17380.2159","252.6852","607.3355","1146.3955","1546.2032","4360.8424","1922.9883"
"SEN","06/12/2018","8","2271.495","59.2156","28.0221","2282.5428","17998.1618","254.1814","609.1182","1122.2393","1546.2876","4601.58","1886.1587"
"SEN","06/12/2018","9","2325.7465","538.8204","27.519","2274.2676","18120.5202","252.359","607.6532","1734.2674","1546.5163","4710.0049","1857.0686"
"SEN","06/12/2018","10","2316.6015","809.2369","24.4345","2280.2678","18338.0326","255.5313","606.0063","1874.5517","1547.9835","4841.9281","1789.7686"
"SEN","06/12/2018","11","2438.6787","986.4981","14.0477","2276.2704","18472.9645","285.3692","604.5186","1922.0185","1547.4294","4810.9617","1744.1082"
"SEN","06/12/2018","12","2728.6336","1235.5083","9.1729","2223.1488","18684.3095","296.2246","605.88","1757.6833","1547.3698","4791.9316","1733.1624"
"SEN","06/12/2018","13","2829.6228","1218.2683","3.7153","2298.522","18264.4753","323.2876","605.0101","2434.4759","1547.9949","4737.5408","1724.7682"
"SEN","06/12/2018","14","2811.2516","1235.4855","2.6572","2288.6561","18734.0865","321.9769","608.459","2020.3445","1547.3364","4736.7298","1714.992"
"SEN","06/12/2018","15","2838.6304","923.1438","0.9852","2303.768","18657.5376","325.8561","609.0031","2196.4792","1546.8736","4910.551","1712.3548"
