"SEN","13/01/2019","7","2469.9506","0.0266","24.0283","1667.7551","15160.2501","311.3502","599.0927","1065.9883","1449.1508","2066.0403","1372.3328"
"SEN","13/01/2019","8","2470.4938","16.7096","17.9608","1656.4447","15152.9496","311.6291","598.4058","1059.0155","1449.5739","2070.9769","1421.448"
"SEN","13/01/2019","9","2668.6056","571.534","22.8147","1659.486","15094.3305","291.7881","598.7783","992.5473","1407.2842","2061.5326","1442.5305"
"SEN","13/01/2019","10","2787.8552","1295.2187","21.3103","1662.4173","14790.4635","289.7825","596.9671","1492.7546","1402.9505","2035.3451","1439.5004"
"SEN","13/01/2019","11","2852.6787","1494.1576","20.3159","1664.0325","15279.5301","297.9472","596.0336","1436.4219","1421.4423","2015.7651","1389.9753"
"SEN","13/01/2019","12","2795.075","1463.5202","21.1747","1664.4826","15596.2675","300.2404","594.5011","1764.8279","1430.1753","1998.0697","1361.1627"
"SEN","13/01/2019","13","2658.723","1564.9077","20.6248","1659.5438","15947.3308","300.0282","593.24","1591.4507","1441.7069","1950.1964","1357.8638"
"SEN","13/01/2019","14","2622.2197","1658.9589","24.2717","1661.2845","15965.4335","301.2841","567.6955","1564.2675","1447.8936","1954.2107","1353.8767"
"SEN","13/01/2019","15","2651.1012","1655.9328","26.7867","1661.9555","15990.982","299.8703","569.0931","1561.4837","1446.2286","1924.3616","1352.4272"
"SEN","13/01/2019","16","2639.8661","1650.0361","24.521","1666.4773","16035.6266","302.331","569.0098","1463.8021","1446.9432","1918.2703","1360.7206"
"SEN","13/01/2019","17","2647.7533","1442.0397","26.0266","1667.6034","16070.554","325.6206","570.203","1562.5424","1447.1986","1970.5911","1385.6644"
"SEN","13/01/2019","18","2703.4791","620.3037","20.4834","1950.9958","16613.6344","382.3144","570.4917","1741.8803","1447.8303","2465.089","1415.7801"
"SEN","13/01/2019","19","2827.6935","18.859","27.0197","2783.7302","17101.6091","398.6223","570.3839","2685.564","1447.5932","2711.464","1748.4231"
"SEN","13/01/2019","20","2903.8634","0","24.7343","3088.1965","17329.873","399.5988","566.8543","3804.6648","1448.3851","2751.4412","1709.8221"
"SEN","13/01/2019","21","2947.525","0","27.5078","3098.4685","17304.127","397.7442","567.3155","3768.0805","1448.4944","2798.7252","1715.4322"
"SEN","13/01/2019","22","2893.707","0","26.6471","2875.0209","17189.8303","391.4581","570.1976","3434.8791","1448.1393","2540.4692","1742.3521"
"SEN","13/01/2019","23","2819.5185","0","24.4698","2431.5521","17036.4413","391.7059","571.4008","2827.104","1448.6868","2248.979","1725.7058"
"SEN","13/01/2019","24","2681.4301","0","25.6663","2000.9743","17028.3562","382.1647","573.104","1910.7317","1448.5677","1953.6883","1453.6567"
"SEN","14/01/2019","1","2634.9286","0","23.9803","1751.6033","16706.4818","372.5443","574.6687","1067.0289","1448.7352","1972.7648","1336.2348"
"SEN","14/01/2019","2","2563.1174","0","11.7386","1660.9897","16043.4872","330.3715","572.8083","882.8514","1448.5983","1989.3182","1303.5794"
